"COU","Country","WASTE","Waste category","WST_OPER","Waste management operations","UNIT","Unit of measure","YEA","Year","Value","Flag Codes","Flags"
"PRT","Portugal","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2010","2010",46.673,,
"PRT","Portugal","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2011","2011",59.282,,
"PRT","Portugal","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2012","2012",43.695,,
"PRT","Portugal","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2013","2013",50.051,,
"PRT","Portugal","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2014","2014",60.467,,
"PRT","Portugal","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2015","2015",64.469,,
"PRT","Portugal","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2016","2016",69.655,,
"PRT","Portugal","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2017","2017",70.06,,
"PRT","Portugal","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",73.686,,
"PRT","Portugal","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",52.478,,
"PRT","Portugal","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",59.561,,
"PRT","Portugal","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2018","2018",53.406,,
"PRT","Portugal","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",40.513,,
"PRT","Portugal","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",37.114,,
"PRT","Portugal","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",49.148,,
"PRT","Portugal","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",51.316,,
"PRT","Portugal","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",59.076,,
"PRT","Portugal","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",8.561,,
"PRT","Portugal","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",12.77,,
"PRT","Portugal","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",14.277,,
"PRT","Portugal","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2018","2018",6.701,,
"PRT","Portugal","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",10.144,,
"PRT","Portugal","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",11.659,,
"PRT","Portugal","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",9.277,,
"PRT","Portugal","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",9.965,,
"PRT","Portugal","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",10.84,,
"PRT","Portugal","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",4.38,,
"PRT","Portugal","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",5.312,,
"PRT","Portugal","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",7.119,,
"PRT","Portugal","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2018","2018",3.028,,
"PRT","Portugal","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",2.091,,
"PRT","Portugal","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",3.919,,
"PRT","Portugal","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",2.28,,
"PRT","Portugal","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",1.367,,
"PRT","Portugal","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",1.37,,
"PRT","Portugal","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",0.441,,
"PRT","Portugal","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",1.19,,
"PRT","Portugal","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",1.163,,
"PRT","Portugal","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2018","2018",0.332,,
"PRT","Portugal","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",1.025,,
"PRT","Portugal","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.6,,
"PRT","Portugal","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",67.577,,
"PRT","Portugal","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",95.918,,
"PRT","Portugal","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",92.808,,
"PRT","Portugal","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",33.828,,
"PRT","Portugal","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",13.377,,
"PRT","Portugal","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",18.643,,
"PRT","Portugal","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2018","2018",26.086,,
"PRT","Portugal","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",11.369,,
"PRT","Portugal","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",11.781,,
"PRT","Portugal","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",44.312,,
"PRT","Portugal","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",36.988,,
"PRT","Portugal","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",39.848,,
"PRT","Portugal","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",21.092,,
"PRT","Portugal","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",13.709,,
"PRT","Portugal","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",12.426,,
"PRT","Portugal","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2018","2018",14.307,,
"PRT","Portugal","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",11.603,,
"PRT","Portugal","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",7.431,,
"PRT","Portugal","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",8.449,,
"PRT","Portugal","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",8.367,,
"PRT","Portugal","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",8.367,,
"PRT","Portugal","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",5.383,,
"PRT","Portugal","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",6.121,,
"PRT","Portugal","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",5.932,,
"PRT","Portugal","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2018","2018",2.951,,
"PRT","Portugal","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",4.282,,
"PRT","Portugal","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",1.724,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2005","2005",9.008,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2006","2006",9.557,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2007","2007",10.379,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2008","2008",11.218,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2009","2009",8.391,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",9.069,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",8.532,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",8.855,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",8.512,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",9.838,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",9.717,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",12.123,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",12.553,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",13.561,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",14.845,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",15.717,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2005","2005",0.665,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2006","2006",1.597,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2007","2007",2.691,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2008","2008",3.586,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2009","2009",4.095,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2010","2010",4.035,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2011","2011",4.372,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2012","2012",4.192,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2013","2013",4.172,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2014","2014",4.192,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2015","2015",4.306,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2016","2016",5.202,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2017","2017",5.484,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",5.845,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",7.112,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",8.503,,
"SVK","Slovak Republic","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",6.35,,
"SVK","Slovak Republic","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",7.741,,
"SVK","Slovak Republic","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",3.027,,
"SVK","Slovak Republic","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",3.249,,
"SVK","Slovak Republic","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.115,,
"SVK","Slovak Republic","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.523,,
"SVK","Slovak Republic","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.999,,
"SVK","Slovak Republic","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",1.41,,
"SVK","Slovak Republic","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",0.931,,
"SVK","Slovak Republic","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",0.958,,
"SVK","Slovak Republic","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.859,,
"SVK","Slovak Republic","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",0.814,,
"SVK","Slovak Republic","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.811,,
"SVK","Slovak Republic","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.768,,
"SVK","Slovak Republic","EE_LMP","Lamps","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",0.174,,
"SVK","Slovak Republic","EE_LMP","Lamps","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",0.173,,
"SVK","Slovak Republic","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.078,,
"SVK","Slovak Republic","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",0.075,,
"SVK","Slovak Republic","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.034,,
"SVK","Slovak Republic","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.042,,
"SVK","Slovak Republic","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",6.665,,
"SVK","Slovak Republic","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",7.151,,
"SVK","Slovak Republic","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",2.967,,
"SVK","Slovak Republic","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",3.686,,
"SVK","Slovak Republic","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",2.668,,
"SVK","Slovak Republic","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",3.329,,
"SVK","Slovak Republic","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",3.301,,
"SVK","Slovak Republic","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",3.48,,
"SVK","Slovak Republic","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.561,,
"SVK","Slovak Republic","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.817,,
"SVK","Slovak Republic","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.348,,
"SVK","Slovak Republic","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",1.642,,
"SVK","Slovak Republic","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",0.746,,
"SVK","Slovak Republic","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",0.706,,
"SVK","Slovak Republic","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.532,,
"SVK","Slovak Republic","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",0.587,,
"SVK","Slovak Republic","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.491,,
"SVK","Slovak Republic","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.55,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2005","2005",48.531,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2006","2006",51.523,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2007","2007",56.022,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2008","2008",60.656,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2009","2009",45.465,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",49.252,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",46.06,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",47.886,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",46.08,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",53.311,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",52.701,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",65.837,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",68.277,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",73.861,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",80.965,,
"SVK","Slovak Republic","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",85.798,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2005","2005",3.58,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2006","2006",8.612,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2007","2007",14.524,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2008","2008",19.388,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2009","2009",22.188,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2010","2010",21.916,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2011","2011",23.601,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2012","2012",22.671,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2013","2013",22.584,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2014","2014",22.716,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2015","2015",23.356,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2016","2016",28.252,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2017","2017",29.83,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",31.837,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",38.79,,
"SVK","Slovak Republic","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",46.418,,
"SVK","Slovak Republic","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",34.635,,
"SVK","Slovak Republic","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",42.256,,
"SVK","Slovak Republic","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",16.512,,
"SVK","Slovak Republic","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",17.738,,
"SVK","Slovak Republic","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",6.084,,
"SVK","Slovak Republic","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",8.315,,
"SVK","Slovak Republic","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",5.45,,
"SVK","Slovak Republic","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",7.696,,
"SVK","Slovak Republic","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",5.078,,
"SVK","Slovak Republic","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",5.231,,
"SVK","Slovak Republic","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",4.685,,
"SVK","Slovak Republic","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",4.446,,
"SVK","Slovak Republic","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",4.422,,
"SVK","Slovak Republic","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",4.19,,
"SVK","Slovak Republic","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",0.947,,
"SVK","Slovak Republic","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",0.947,,
"SVK","Slovak Republic","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.426,,
"SVK","Slovak Republic","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.409,,
"SVK","Slovak Republic","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.188,,
"SVK","Slovak Republic","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.232,,
"SVK","Slovak Republic","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",36.352,,
"SVK","Slovak Republic","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",39.034,,
"SVK","Slovak Republic","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",16.18,,
"SVK","Slovak Republic","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",20.122,,
"SVK","Slovak Republic","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",14.549,,
"SVK","Slovak Republic","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",18.175,,
"SVK","Slovak Republic","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",18.005,,
"SVK","Slovak Republic","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",18.995,,
"SVK","Slovak Republic","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",8.515,,
"SVK","Slovak Republic","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",9.919,,
"SVK","Slovak Republic","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",7.35,,
"SVK","Slovak Republic","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",8.963,,
"SVK","Slovak Republic","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",4.071,,
"SVK","Slovak Republic","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",3.853,,
"SVK","Slovak Republic","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",2.9,,
"SVK","Slovak Republic","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",3.207,,
"SVK","Slovak Republic","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",2.676,,
"SVK","Slovak Republic","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",3,,
"ESP","Spain","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2007","2007",21.622,,
"ESP","Spain","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2008","2008",16.87,,
"ESP","Spain","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2009","2009",15.014,,
"ESP","Spain","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",16.039,,
"ESP","Spain","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",14.201,,
"ESP","Spain","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",12.273,,
"ESP","Spain","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",12,,
"ESP","Spain","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",12.998,,
"ESP","Spain","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",13.491,,
"ESP","Spain","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",14.342,,
"ESP","Spain","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",15.464,,
"ESP","Spain","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",18.446,,
"ESP","Spain","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",21.216,,
"ESP","Spain","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2007","2007",6.141,,
"ESP","Spain","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2008","2008",6.437,,
"ESP","Spain","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2009","2009",2.955,,
"ESP","Spain","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2010","2010",3.395,,
"ESP","Spain","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2011","2011",3.292,,
"ESP","Spain","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2012","2012",3.378,,
"ESP","Spain","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2014","2014",3.978,,
"ESP","Spain","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2015","2015",4.971,,
"ESP","Spain","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2016","2016",5.382,,
