"COU","Country","WASTE","Waste category","WST_OPER","Waste management operations","UNIT","Unit of measure","YEA","Year","Value","Flag Codes","Flags"
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2005","2005",7.82,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2006","2006",18.966,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2007","2007",20.156,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2008","2008",20.629,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2009","2009",19.18,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",19.831,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",19.144,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",18.782,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",18.385,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",19.35,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",21.629,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",23.793,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",24.03,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",26.418,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",27.147,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",30.361,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2005","2005",2.346,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2006","2006",7.575,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2007","2007",7.779,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2008","2008",8.983,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2009","2009",9.059,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2010","2010",8.881,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2011","2011",8.996,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2012","2012",9.186,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2013","2013",9.064,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2014","2014",9.097,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2015","2015",9.299,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2016","2016",9.7,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2017","2017",13.243,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",13.172,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",14.987,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",15.697,,
"AUT","Austria","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",11.161,,
"AUT","Austria","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",11.809,,
"AUT","Austria","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",4.142,,
"AUT","Austria","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",4.66,,
"AUT","Austria","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.657,,
"AUT","Austria","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.735,,
"AUT","Austria","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.447,,
"AUT","Austria","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",1.464,,
"AUT","Austria","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",1.572,,
"AUT","Austria","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",1.843,,
"AUT","Austria","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.148,,
"AUT","Austria","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.092,,
"AUT","Austria","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.896,,
"AUT","Austria","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.867,,
"AUT","Austria","EE_LMP","Lamps","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",0.158,,
"AUT","Austria","EE_LMP","Lamps","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",0.137,,
"AUT","Austria","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.11,,
"AUT","Austria","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",0.101,,
"AUT","Austria","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.088,,
"AUT","Austria","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.091,,
"AUT","Austria","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",13.924,,
"AUT","Austria","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",16.071,,
"AUT","Austria","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",7.652,,
"AUT","Austria","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",8.008,,
"AUT","Austria","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",5.491,,
"AUT","Austria","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",5.846,,
"AUT","Austria","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",5.807,,
"AUT","Austria","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",6.844,,
"AUT","Austria","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",3.491,,
"AUT","Austria","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",3.761,,
"AUT","Austria","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",2.56,,
"AUT","Austria","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",2.798,,
"AUT","Austria","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",1.544,,
"AUT","Austria","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",0.806,,
"AUT","Austria","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.928,,
"AUT","Austria","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1,,
"AUT","Austria","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.68,,
"AUT","Austria","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.744,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2005","2005",64.318,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2006","2006",156.809,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2007","2007",167.194,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2008","2008",171.667,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2009","2009",159.993,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",165.81,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",160.591,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",158.261,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",155.851,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",165.326,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",186.644,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",207.946,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",211.347,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",233.477,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",241.001,,
"AUT","Austria","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",270.725,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2005","2005",19.296,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2006","2006",62.629,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2007","2007",64.525,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2008","2008",74.754,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2009","2009",75.562,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2010","2010",74.256,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2011","2011",75.464,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2012","2012",77.402,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2013","2013",76.835,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2014","2014",77.726,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2015","2015",80.246,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2016","2016",84.776,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2017","2017",116.475,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",116.414,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",133.048,,
"AUT","Austria","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",139.966,,
"AUT","Austria","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",99.086,,
"AUT","Austria","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",105.297,,
"AUT","Austria","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",36.769,,
"AUT","Austria","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",41.554,,
"AUT","Austria","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",14.709,,
"AUT","Austria","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",15.472,,
"AUT","Austria","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",12.846,,
"AUT","Austria","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",13.051,,
"AUT","Austria","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",13.957,,
"AUT","Austria","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",16.432,,
"AUT","Austria","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",10.193,,
"AUT","Austria","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",9.734,,
"AUT","Austria","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",7.95,,
"AUT","Austria","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",7.727,,
"AUT","Austria","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",1.4,,
"AUT","Austria","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",1.223,,
"AUT","Austria","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.978,,
"AUT","Austria","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.902,,
"AUT","Austria","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.778,,
"AUT","Austria","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.809,,
"AUT","Austria","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",123.615,,
"AUT","Austria","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",143.302,,
"AUT","Austria","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",67.934,,
"AUT","Austria","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",71.405,,
"AUT","Austria","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",48.75,,
"AUT","Austria","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",52.129,,
"AUT","Austria","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",51.556,,
"AUT","Austria","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",61.03,,
"AUT","Austria","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",30.995,,
"AUT","Austria","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",33.537,,
"AUT","Austria","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",22.723,,
"AUT","Austria","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",24.949,,
"AUT","Austria","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",13.705,,
"AUT","Austria","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",7.184,,
"AUT","Austria","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",8.239,,
"AUT","Austria","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",8.915,,
"AUT","Austria","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",6.04,,
"AUT","Austria","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",6.632,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2007","2007",25.008,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2008","2008",27.552,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2009","2009",26.64,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",27.032,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",27.792,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",29.78,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",24.264,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",23.291,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",23.934,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",24.604,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",25.75,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",27.283,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",29.752,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",29.095,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2007","2007",7.701,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2008","2008",8.32,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2009","2009",9.538,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2010","2010",9.688,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2011","2011",10.459,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2012","2012",10.522,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2013","2013",10.819,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2014","2014",10.407,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2015","2015",10.548,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2016","2016",11.304,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2017","2017",10.927,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",12.12,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",13.123,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",13.878,,
"BEL","Belgium","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",8.571,,
"BEL","Belgium","EE6","Total waste","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",9.416,,
"BEL","Belgium","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",4.595,,
"BEL","Belgium","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",4.967,,
"BEL","Belgium","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.974,,
"BEL","Belgium","EE_TEE","Temperature exchange equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",2.701,,
"BEL","Belgium","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.467,,
"BEL","Belgium","EE_TEE","Temperature exchange equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",2.088,,
"BEL","Belgium","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",1.106,,
"BEL","Belgium","EE_SME","Screens and monitors","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",1.248,,
"BEL","Belgium","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.289,,
"BEL","Belgium","EE_SME","Screens and monitors","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.207,,
"BEL","Belgium","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.816,,
"BEL","Belgium","EE_SME","Screens and monitors","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.876,,
"BEL","Belgium","EE_LMP","Lamps","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",0.192,,
"BEL","Belgium","EE_LMP","Lamps","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",0.148,,
"BEL","Belgium","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.133,,
"BEL","Belgium","EE_LMP","Lamps","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",0.123,,
"BEL","Belgium","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.114,,
"BEL","Belgium","EE_LMP","Lamps","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.099,,
"BEL","Belgium","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",12.657,,
"BEL","Belgium","EE_LE","Large equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",13.463,,
"BEL","Belgium","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",5.09,,
"BEL","Belgium","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",5.007,,
"BEL","Belgium","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",3.462,,
"BEL","Belgium","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",3.305,,
"BEL","Belgium","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",9.851,,
"BEL","Belgium","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",8.037,,
"BEL","Belgium","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",3.009,,
"BEL","Belgium","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",3.618,,
"BEL","Belgium","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.742,,
"BEL","Belgium","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",2.408,,
"BEL","Belgium","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",1.351,,
"BEL","Belgium","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",1.232,,
"BEL","Belgium","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",1.628,,
"BEL","Belgium","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.222,,
"BEL","Belgium","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.969,,
"BEL","Belgium","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.641,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2007","2007",265.728,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2008","2008",295.086,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2009","2009",287.621,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",294.53,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",305.535,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",329.598,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",269.939,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",260.391,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",268.985,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",277.898,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",292.234,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",311.125,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",341.015,,
"BEL","Belgium","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",334.789,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2007","2007",81.829,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2008","2008",89.109,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2009","2009",102.977,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2010","2010",105.556,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2011","2011",114.981,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2012","2012",116.458,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2013","2013",120.365,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2014","2014",116.345,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2015","2015",118.545,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2016","2016",127.68,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2017","2017",124.011,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",138.218,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",150.419,,
"BEL","Belgium","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",159.696,,
"BEL","Belgium","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",98.239,,
"BEL","Belgium","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",108.346,,
"BEL","Belgium","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",52.666,,
"BEL","Belgium","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",57.151,,
"BEL","Belgium","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",22.627,,
